register,name,unit,type,type_code,scale,scale_str,elem_size,count,source_ptr_v150,source_ptr_v1492,confidence,notes
34309,pack4_protect2,,u16,0x02,0,x1,2,1,0x200150F0,0x200150E4,mittel,Pack4-Struct +0x1c. Live-Scans: fast durchgaengig 0 -> zweite Schutz-Bitmaske. BMS-FW kennt 'Protect1/Protect2'
34310,pack4_bms_version,,u16,0x02,0,x1,2,1,0x200150F2,0x200150E6,hoch,Pack4-Struct +0x1e. BESTAETIGT durch Live-Scans (Werte 116/118/1177 = BMS-FW-Versionen)
34311,pack4_temp_1,degC,u16,0x02,0,x1,2,1,0x2001511E,0x20015112,hoch,Pack4-Struct +0x4a. BESTAETIGT durch Live-Scans (23.5-45.2 degC bei Faktor 0.1). CAN-Gruppe 0x41
34312,pack4_temp_2,degC,u16,0x02,0,x1,2,1,0x20015120,0x20015114,hoch,Pack4-Struct +0x4c. BESTAETIGT durch Live-Scans (21.4-56.9 degC bei Faktor 0.1). CAN-Gruppe 0x41
34313,pack4_ntc_block,degC,u16,0x02,0,x1,2,4,0x20015114,0x20015108,hoch,"Pack4-Struct +0x40, 4 Elemente -> 34313-34316. BESTAETIGT: BMS CAN-Gruppe 0x40 = 4 NTC; Live 11.6-36.1 degC"
34317,pack4_temp_3,degC,u16,0x02,0,x1,2,1,0x20015122,0x20015116,niedrig,"Pack4-Struct +0x4e. Live-Scans meist 0, gelegentlich temperaturartig (max 327) -> vermutlich ENV-NTC, im Normalbetrieb nicht befuellt"
34318,pack4_cell_voltage_1_16,V,u16,0x02,0,x1,2,16,0x200150F4,0x200150E8,hoch,"Pack4-Struct +0x20, 16 Elemente -> 34318-34333. BESTAETIGT: BMS CAN-Gruppen 0x30-0x33; Live 3177-3441 mV"
34400,pack5_bat_volt,,u16,0x02,0,x1,2,1,0x20015134,0x20015128,mittel,Pack-Struct Stride 0x60
34401,pack5_bat_curr,,u16,0x02,0,x1,2,1,0x20015136,0x2001512A,mittel,Pack-Struct Stride 0x60
34402,pack5_soc,,u16,0x02,0,x1,2,1,0x20015138,0x2001512C,mittel,Rohwert in 0.1%
34403,pack5_cycle_count,,i16,0x12,0,x1,2,1,0x2001513A,0x2001512E,hoch,Pack5-Struct +0x06. BMS-FW 'Cyc Cnt'; BESTAETIGT durch Live-Scans (kleine monotone Werte 0/1/6/7/10/12) und BLE-Offset 0x18
34404,pack5_mos_status,,u8,0x01,0,x1,2,1,0x20015142,0x20015136,mittel,Pack5-Struct +0x0e (u8). BMS-FW 'Chg Mos/Dsg Mos'; BESTAETIGT durch Live-Scans (Wertebereich 0..3 = genau 2 Flags)
34405,pack5_max_cell_voltage,,u16,0x02,0,x1,2,1,0x20015144,0x20015138,mittel,Rohwert in mV
34406,pack5_min_cell_voltage,,u16,0x02,0,x1,2,1,0x20015146,0x2001513A,mittel,Rohwert in mV
34407,pack5_status_flags,,i16,0x12,0,x1,2,1,0x2001514C,0x20015140,hypothese,"Pack5-Struct +0x18. KORREKTUR: Live-Scans zeigen 0..7 (meist 0) -> Status-/Flagfeld, KEINE Temperatur. Meine BMS-Frame-Ableitung 'Max NTC' ist durch die Daten widerlegt"
34408,pack5_protect1,,u16,0x02,0,x1,2,1,0x2001514E,0x20015142,mittel,Pack5-Struct +0x1a. Live-Scans: durchgaengig 0 (Normalbetrieb) -> Schutz-Bitmaske. Deckt sich mit der aelteren Live-Analyse (Final_claude_generated)
34409,pack5_protect2,,u16,0x02,0,x1,2,1,0x20015150,0x20015144,mittel,Pack5-Struct +0x1c. Live-Scans: fast durchgaengig 0 -> zweite Schutz-Bitmaske. BMS-FW kennt 'Protect1/Protect2'
34410,pack5_bms_version,,u16,0x02,0,x1,2,1,0x20015152,0x20015146,hoch,Pack5-Struct +0x1e. BESTAETIGT durch Live-Scans (Werte 116/118/1177 = BMS-FW-Versionen)
34411,pack5_temp_1,degC,u16,0x02,0,x1,2,1,0x2001517E,0x20015172,hoch,Pack5-Struct +0x4a. BESTAETIGT durch Live-Scans (23.5-45.2 degC bei Faktor 0.1). CAN-Gruppe 0x41
34412,pack5_temp_2,degC,u16,0x02,0,x1,2,1,0x20015180,0x20015174,hoch,Pack5-Struct +0x4c. BESTAETIGT durch Live-Scans (21.4-56.9 degC bei Faktor 0.1). CAN-Gruppe 0x41
34413,pack5_ntc_block,degC,u16,0x02,0,x1,2,4,0x20015174,0x20015168,hoch,"Pack5-Struct +0x40, 4 Elemente -> 34413-34416. BESTAETIGT: BMS CAN-Gruppe 0x40 = 4 NTC; Live 11.6-36.1 degC"
34417,pack5_temp_3,degC,u16,0x02,0,x1,2,1,0x20015182,0x20015176,niedrig,"Pack5-Struct +0x4e. Live-Scans meist 0, gelegentlich temperaturartig (max 327) -> vermutlich ENV-NTC, im Normalbetrieb nicht befuellt"
34418,pack5_cell_voltage_1_16,V,u16,0x02,0,x1,2,16,0x20015154,0x20015148,hoch,"Pack5-Struct +0x20, 16 Elemente -> 34418-34433. BESTAETIGT: BMS CAN-Gruppen 0x30-0x33; Live 3177-3441 mV"
34500,pack6_bat_volt,,u16,0x02,0,x1,2,1,0x20015194,0x20015188,mittel,Pack-Struct Stride 0x60
34501,pack6_bat_curr,,u16,0x02,0,x1,2,1,0x20015196,0x2001518A,mittel,Pack-Struct Stride 0x60
34502,pack6_soc,,u16,0x02,0,x1,2,1,0x20015198,0x2001518C,mittel,Rohwert in 0.1%
34503,pack6_cycle_count,,i16,0x12,0,x1,2,1,0x2001519A,0x2001518E,hoch,Pack6-Struct +0x06. BMS-FW 'Cyc Cnt'; BESTAETIGT durch Live-Scans (kleine monotone Werte 0/1/6/7/10/12) und BLE-Offset 0x18
34504,pack6_mos_status,,u8,0x01,0,x1,2,1,0x200151A2,0x20015196,mittel,Pack6-Struct +0x0e (u8). BMS-FW 'Chg Mos/Dsg Mos'; BESTAETIGT durch Live-Scans (Wertebereich 0..3 = genau 2 Flags)
34505,pack6_max_cell_voltage,,u16,0x02,0,x1,2,1,0x200151A4,0x20015198,mittel,Rohwert in mV
34506,pack6_min_cell_voltage,,u16,0x02,0,x1,2,1,0x200151A6,0x2001519A,mittel,Rohwert in mV
34507,pack6_status_flags,,i16,0x12,0,x1,2,1,0x200151AC,0x200151A0,hypothese,"Pack6-Struct +0x18. KORREKTUR: Live-Scans zeigen 0..7 (meist 0) -> Status-/Flagfeld, KEINE Temperatur. Meine BMS-Frame-Ableitung 'Max NTC' ist durch die Daten widerlegt"
34508,pack6_protect1,,u16,0x02,0,x1,2,1,0x200151AE,0x200151A2,mittel,Pack6-Struct +0x1a. Live-Scans: durchgaengig 0 (Normalbetrieb) -> Schutz-Bitmaske. Deckt sich mit der aelteren Live-Analyse (Final_claude_generated)
34509,pack6_protect2,,u16,0x02,0,x1,2,1,0x200151B0,0x200151A4,mittel,Pack6-Struct +0x1c. Live-Scans: fast durchgaengig 0 -> zweite Schutz-Bitmaske. BMS-FW kennt 'Protect1/Protect2'
34510,pack6_bms_version,,u16,0x02,0,x1,2,1,0x200151B2,0x200151A6,hoch,Pack6-Struct +0x1e. BESTAETIGT durch Live-Scans (Werte 116/118/1177 = BMS-FW-Versionen)
34511,pack6_temp_1,degC,u16,0x02,0,x1,2,1,0x200151DE,0x200151D2,hoch,Pack6-Struct +0x4a. BESTAETIGT durch Live-Scans (23.5-45.2 degC bei Faktor 0.1). CAN-Gruppe 0x41
34512,pack6_temp_2,degC,u16,0x02,0,x1,2,1,0x200151E0,0x200151D4,hoch,Pack6-Struct +0x4c. BESTAETIGT durch Live-Scans (21.4-56.9 degC bei Faktor 0.1). CAN-Gruppe 0x41
34513,pack6_ntc_block,degC,u16,0x02,0,x1,2,4,0x200151D4,0x200151C8,hoch,"Pack6-Struct +0x40, 4 Elemente -> 34513-34516. BESTAETIGT: BMS CAN-Gruppe 0x40 = 4 NTC; Live 11.6-36.1 degC"
34517,pack6_temp_3,degC,u16,0x02,0,x1,2,1,0x200151E2,0x200151D6,niedrig,"Pack6-Struct +0x4e. Live-Scans meist 0, gelegentlich temperaturartig (max 327) -> vermutlich ENV-NTC, im Normalbetrieb nicht befuellt"
34518,pack6_cell_voltage_1_16,V,u16,0x02,0,x1,2,16,0x200151B4,0x200151A8,hoch,"Pack6-Struct +0x20, 16 Elemente -> 34518-34533. BESTAETIGT: BMS CAN-Gruppen 0x30-0x33; Live 3177-3441 mV"
34600,pack7_bat_volt,,u16,0x02,0,x1,2,1,0x200151F4,0x200151E8,mittel,Pack-Struct Stride 0x60
34601,pack7_bat_curr,,u16,0x02,0,x1,2,1,0x200151F6,0x200151EA,mittel,Pack-Struct Stride 0x60
34602,pack7_soc,,u16,0x02,0,x1,2,1,0x200151F8,0x200151EC,mittel,Rohwert in 0.1%
34603,pack7_cycle_count,,i16,0x12,0,x1,2,1,0x200151FA,0x200151EE,hoch,Pack7-Struct +0x06. BMS-FW 'Cyc Cnt'; BESTAETIGT durch Live-Scans (kleine monotone Werte 0/1/6/7/10/12) und BLE-Offset 0x18
34604,pack7_mos_status,,u8,0x01,0,x1,2,1,0x20015202,0x200151F6,mittel,Pack7-Struct +0x0e (u8). BMS-FW 'Chg Mos/Dsg Mos'; BESTAETIGT durch Live-Scans (Wertebereich 0..3 = genau 2 Flags)
34605,pack7_max_cell_voltage,,u16,0x02,0,x1,2,1,0x20015204,0x200151F8,mittel,Rohwert in mV
34606,pack7_min_cell_voltage,,u16,0x02,0,x1,2,1,0x20015206,0x200151FA,mittel,Rohwert in mV
34607,pack7_status_flags,,i16,0x12,0,x1,2,1,0x2001520C,0x20015200,hypothese,"Pack7-Struct +0x18. KORREKTUR: Live-Scans zeigen 0..7 (meist 0) -> Status-/Flagfeld, KEINE Temperatur. Meine BMS-Frame-Ableitung 'Max NTC' ist durch die Daten widerlegt"
34608,pack7_protect1,,u16,0x02,0,x1,2,1,0x2001520E,0x20015202,mittel,Pack7-Struct +0x1a. Live-Scans: durchgaengig 0 (Normalbetrieb) -> Schutz-Bitmaske. Deckt sich mit der aelteren Live-Analyse (Final_claude_generated)
34609,pack7_protect2,,u16,0x02,0,x1,2,1,0x20015210,0x20015204,mittel,Pack7-Struct +0x1c. Live-Scans: fast durchgaengig 0 -> zweite Schutz-Bitmaske. BMS-FW kennt 'Protect1/Protect2'
34610,pack7_bms_version,,u16,0x02,0,x1,2,1,0x20015212,0x20015206,hoch,Pack7-Struct +0x1e. BESTAETIGT durch Live-Scans (Werte 116/118/1177 = BMS-FW-Versionen)
34611,pack7_temp_1,degC,u16,0x02,0,x1,2,1,0x2001523E,0x20015232,hoch,Pack7-Struct +0x4a. BESTAETIGT durch Live-Scans (23.5-45.2 degC bei Faktor 0.1). CAN-Gruppe 0x41
34612,pack7_temp_2,degC,u16,0x02,0,x1,2,1,0x20015240,0x20015234,hoch,Pack7-Struct +0x4c. BESTAETIGT durch Live-Scans (21.4-56.9 degC bei Faktor 0.1). CAN-Gruppe 0x41
34613,pack7_ntc_block,degC,u16,0x02,0,x1,2,4,0x20015234,0x20015228,hoch,"Pack7-Struct +0x40, 4 Elemente -> 34613-34616. BESTAETIGT: BMS CAN-Gruppe 0x40 = 4 NTC; Live 11.6-36.1 degC"
34617,pack7_temp_3,degC,u16,0x02,0,x1,2,1,0x20015242,0x20015236,niedrig,"Pack7-Struct +0x4e. Live-Scans meist 0, gelegentlich temperaturartig (max 327) -> vermutlich ENV-NTC, im Normalbetrieb nicht befuellt"
34618,pack7_cell_voltage_1_16,V,u16,0x02,0,x1,2,16,0x20015214,0x20015208,hoch,"Pack7-Struct +0x20, 16 Elemente -> 34618-34633. BESTAETIGT: BMS CAN-Gruppen 0x30-0x33; Live 3177-3441 mV"
35000,env_temp,degC,i16,0x12,0,x1,2,1,0x20014EBC,0x20014EB0,hoch,Alias 30002 (Struct +0x20)
35001,radiator_temp,degC,i16,0x12,0,x1,2,1,0x20014EBE,0x20014EB2,hoch,Alias 30003 (Struct +0x22)
35002,radiator_temp_dup,degC,i16,0x12,0,x1,2,1,0x20014EBE,0x20014EB2,hoch,identische Quelle wie 35001 -- kein eigener Sensor
35010,bms_battery_temp,degC,i16,0x12,0,x1,2,1,0x20014F92,0x20014F86,hoch,Alias 32108 (CAN bat_temp 0.1C)
35011,pack1_min_cell_temp_mirror,degC,i16,0x12,0,x1,2,1,0x20014FCA,0x20014FBE,mittel,"Alias 30105 (Pack1-Struct +0x16), hier ohne FW-x10. Read-Handler-Map: 'min_cell_temperature'"
35100,inv_state,,u8,0x01,0,x1,2,1,0x20014E9C,0x20014E90,hoch,Telemetrie-Struct 0x20014E9C+0x00 'inv_state' (Wechselrichter-Zustand). Struct-Basis v149.2 0x20014E90 +12 Drift
35110,bms_charge_voltage_limit,V,u16,0x02,0,x1,2,1,0x20014F9E,0x20014F92,hoch,CAN +0x10 pgn_1803 'chrg_volt(0.1V)'. Live 576=57.6V
35111,bms_charge_current_limit,A,u16,0x02,0,x1,2,1,0x20014FA0,0x20014F94,hoch,Alias 32106
35112,bms_discharge_current_limit,A,u16,0x02,0,x1,2,1,0x20014FA2,0x20014F96,hoch,Alias 32107
36000,warn_code,,u32,0x04,0,x1,4,1,0x20014EA0,0x20014E94,hoch,"Struct 0x20014E9C+0x04 'warn_code' (u32 = 36000-36001). Erzeuger: Micro-FW 'war1' @0x200019FC -> build_telemetry_block -> Control. Bitmaske, keine Klartexttabelle in der FW"
36100,error_code1,,u32,0x04,0,x1,4,1,0x20014EA4,0x20014E98,hoch,Struct +0x08 'error_code1' (u32 = 36100-36101). Erzeuger: Micro-FW 'err1' @0x200019F4. Bitmaske. Alias 37013
36102,error_code2,,u32,0x04,0,x1,4,1,0x20014EA8,0x20014E9C,hoch,Struct +0x0c 'error_code2' (u32 = 36102-36103). Erzeuger: Micro-FW 'err2' @0x200019F8. Bitmaske. Alias 37015
37000,modbus_slave_address,,u8,0x01,0,x1,2,1,0x20000133,0x20000133,hoch,
37001,status_block_offset8,,u16,0x02,0,x1,2,1,0x2000014C,0x2000014C,niedrig,"Status-Block 0x20000144 +8. Writer Protocol_AA_SetDeviceParams (0x0802FC48), Leser Grid_Export_Power_Limiter -> Export-/Leistungs-Config"
37002,max_charge_power,W,u16,0x02,0,x1,2,1,0x2000014E,0x2000014E,hoch,Status-Block 0x20000144 +4
37003,max_discharge_power,W,u16,0x02,0,x1,2,1,0x20000150,0x20000150,hoch,Status-Block 0x20000144 +6
37004,grid_sample_power,W,i16,0x12,0,x1,2,1,0x20014EB4,0x20014EA8,hoch,Alias 30006/32202 (Struct +0x18)
37005,pack1_soc_scaled,%,u16,0x02,3,/10,2,1,0x20014FB8,0x20014FAC,hoch,"gleiche Quelle wie 34002, aber FW teilt hier durch 10"
37006,pack1_max_cell_temp_mirror,degC,i16,0x12,0,x1,2,1,0x20014FC8,0x20014FBC,mittel,"Alias 30104 (Pack1-Struct +0x14), hier ohne FW-x10. Alte Map: 'max_cell_temp_mirror'"
37007,pack1_max_cell_voltage,V,u16,0x02,0,x1,2,1,0x20014FC4,0x20014FB8,hoch,Alias 30102/34005; Rohwert in mV
37008,pack1_min_cell_voltage,V,u16,0x02,0,x1,2,1,0x20014FC6,0x20014FBA,hoch,Alias 30103/34006; Rohwert in mV
37009,block_34007_34008,,u16,0x02,0,x1,2,2,0x20014FCC,0x20014FC0,mittel,2 Elemente -> Register 37009-37010 (= 34007/34008)
37011,block_34009_34010,,u16,0x02,0,x1,2,2,0x20014FD0,0x20014FC4,hoch,2 Elemente -> 37011-37012; 37012 = bms_version
37013,error_code1,,u32,0x04,0,x1,4,1,0x20014EA4,0x20014E98,hoch,Alias 36100 (Micro-FW 'err1')
37015,error_code2,,u32,0x04,0,x1,4,1,0x20014EA8,0x20014E9C,hoch,Alias 36102 (Micro-FW 'err2')
37017,mppt1_power,W,u16,0x02,0,x1,2,1,0x20014F58,0x20014F4C,hoch,identische Quelle wie 30037 (Inverter-Struct +0x0c)
37018,mppt2_power,W,u16,0x02,0,x1,2,1,0x20014F5E,0x20014F52,hoch,identische Quelle wie 30038 (Inverter-Struct +0x12)
37019,mppt3_power,W,u16,0x02,0,x1,2,1,0x20014F64,0x20014F58,hoch,identische Quelle wie 30039 (Inverter-Struct +0x18)
37020,mppt4_power,W,u16,0x02,0,x1,2,1,0x20014F6A,0x20014F5E,hoch,identische Quelle wie 30040 (Inverter-Struct +0x1e)
37021,pv_year_capacity,,u32,0x04,0,x1,4,1,0x20014F78,0x20014F6C,mittel,"Inverter-Struct +0x2c 'PV_Year_Cap_10Wh' (u32, Einheit 10Wh). Tages-/Monats-Cap bei +0x20/+0x28 sind keine Register"
37023,mppt_error,,u16,0x02,0,x1,2,1,0x20014F4E,0x20014F42,hoch,Inverter-Struct +0x02 'Mppt_Error'
37024,mppt_warning,,u16,0x02,0,x1,2,1,0x20014F52,0x20014F46,hoch,Inverter-Struct +0x06 'Mppt_Warning'
38000,can40_w1,,i16,0x12,0,x1,2,1,0x20000168,0x20000168,niedrig,"CAN-Frame ID 0x40, Wort 1/4 -> Telemetry_Store_EnergyCounters, Ziel 0x20000168. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38001,can40_w2,,u16,0x02,0,x1,2,1,0x2000016A,0x2000016A,niedrig,"CAN-Frame ID 0x40, Wort 2/4 -> Telemetry_Store_EnergyCounters, Ziel 0x20000168. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38002,can40_w3,,i16,0x12,0,x1,2,1,0x2000016C,0x2000016C,niedrig,"CAN-Frame ID 0x40, Wort 3/4 -> Telemetry_Store_EnergyCounters, Ziel 0x20000168. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38003,can40_w4,,u16,0x02,0,x1,2,1,0x2000016E,0x2000016E,niedrig,"CAN-Frame ID 0x40, Wort 4/4 -> Telemetry_Store_EnergyCounters, Ziel 0x20000168. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38004,can41_w1,,u16,0x02,0,x1,2,1,0x20000170,0x20000170,niedrig,"CAN-Frame ID 0x41, Wort 1/3 -> Telemetry_Store_EnergyCounters, Ziel 0x20000170. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38005,can41_w2,,i16,0x12,0,x1,2,1,0x20000172,0x20000172,niedrig,"CAN-Frame ID 0x41, Wort 2/3 -> Telemetry_Store_EnergyCounters, Ziel 0x20000170. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38006,can41_w3,,u16,0x02,0,x1,2,1,0x20000174,0x20000174,niedrig,"CAN-Frame ID 0x41, Wort 3/3 -> Telemetry_Store_EnergyCounters, Ziel 0x20000170. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38007,can42_w1,,u16,0x02,0,x1,2,1,0x20000176,0x20000176,niedrig,"CAN-Frame ID 0x42, Wort 1/4 -> Telemetry_Store_EnergyCounters, Ziel 0x20000176. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38008,can42_w2,,u16,0x02,0,x1,2,1,0x20000178,0x20000178,niedrig,"CAN-Frame ID 0x42, Wort 2/4 -> Telemetry_Store_EnergyCounters, Ziel 0x20000176. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38009,can42_w3,,u16,0x02,0,x1,2,1,0x2000017A,0x2000017A,niedrig,"CAN-Frame ID 0x42, Wort 3/4 -> Telemetry_Store_EnergyCounters, Ziel 0x20000176. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38010,can42_w4,,u16,0x02,0,x1,2,1,0x2000017C,0x2000017C,niedrig,"CAN-Frame ID 0x42, Wort 4/4 -> Telemetry_Store_EnergyCounters, Ziel 0x20000176. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38011,can43_w1,,u16,0x02,0,x1,2,1,0x2000017E,0x2000017E,niedrig,"CAN-Frame ID 0x43, Wort 1/4 -> Telemetry_Store_EnergyCounters, Ziel 0x2000017E. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38012,can43_w2,,u16,0x02,0,x1,2,1,0x20000180,0x20000180,niedrig,"CAN-Frame ID 0x43, Wort 2/4 -> Telemetry_Store_EnergyCounters, Ziel 0x2000017E. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38013,can43_w3,,u16,0x02,0,x1,2,1,0x20000182,0x20000182,niedrig,"CAN-Frame ID 0x43, Wort 3/4 -> Telemetry_Store_EnergyCounters, Ziel 0x2000017E. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
38014,can43_w4,,u16,0x02,0,x1,2,1,0x20000184,0x20000184,niedrig,"CAN-Frame ID 0x43, Wort 4/4 -> Telemetry_Store_EnergyCounters, Ziel 0x2000017E. Frame-Nutzdaten 1:1 als 16-Bit-Register; im getesteten Betrieb nicht befuellt"
