register,name,alt_name,einheit,quelle,typ,type_code,fw_scale,fw_scale_code,anzeige_faktor,elem_size,count,belegt_regs,teil_von,source_ptr_v150,konfidenz,beispiel_entladen,beispiel_laden,v_entladen,v_laden,v_ref_v150,v_dc_entladen,v_backup,v_unter_dod,v_laden_6pack,v_bat_ab,v_boot,min_all,max_all,n_werte,n_logs,notiz
34125,pack2_cell_voltage_1_16[8],pack2_cell_8_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34118,,hoch,,,,,3330,,3277,3195,3337,,,3073,3441,1223,15,Folgeregister 8/16 von 34118
34126,pack2_cell_voltage_1_16[9],pack2_cell_9_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34118,,hoch,,,,,3328,,3276,3195,3336,,,3074,3440,1223,15,Folgeregister 9/16 von 34118
34127,pack2_cell_voltage_1_16[10],pack2_cell_10_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34118,,hoch,,,,,3330,,3277,3196,3338,,,3071,3440,1223,15,Folgeregister 10/16 von 34118
34128,pack2_cell_voltage_1_16[11],pack2_cell_11_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34118,,hoch,,,,,3328,,3276,3195,3336,,,3070,3440,1223,15,Folgeregister 11/16 von 34118
34129,pack2_cell_voltage_1_16[12],pack2_cell_12_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34118,,hoch,,,,,3330,,3276,3196,3337,,,3073,3442,1223,15,Folgeregister 12/16 von 34118
34130,pack2_cell_voltage_1_16[13],pack2_cell_13_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34118,,hoch,,,,,3328,,3276,3195,3336,,,3070,3448,1223,15,Folgeregister 13/16 von 34118
34131,pack2_cell_voltage_1_16[14],pack2_cell_14_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34118,,hoch,,,,,3329,,3277,3196,3338,,,3068,3447,1223,15,Folgeregister 14/16 von 34118
34132,pack2_cell_voltage_1_16[15],pack2_cell_15_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34118,,hoch,,,,,3329,,3274,3194,3337,,,3065,3450,1224,15,Folgeregister 15/16 von 34118
34133,pack2_cell_voltage_1_16[16],pack2_cell_16_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34118,,hoch,,,,,3328,,3275,3195,3336,,,3071,3587,1223,15,Folgeregister 16/16 von 34118
34200,pack3_bat_volt,pack3_bat_volt,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.01,2,1,1,,0x20015074,hoch,,,,,5327,,5261,5113,5343,,,3219,5524,1224,15,"Pack-Struct Stride 0x60 | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Bat Volt' (BMS v118, nachtraeglich disassembliert)"
34201,pack3_bat_curr,pack3_bat_curr,A,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x20015076,hoch,,,,,0,,0,0,0,,,0,65112,1223,15,"Pack-Struct Stride 0x60 | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Bat Curr' (BMS v118, nachtraeglich disassembliert). Kein Skalencode, daher vom Read_Serializer-Vorzeichenfehler NICHT betroffen - verwendbarer Ersatz fuer 32101 (bms_battery_current). Da immer nur ein Pack entlaedt, liefert die Summe aller 34x01 den Strom, den die Firmware intern nutzt. Siehe FW_Bug_Read_Serializer_Vorzeichen_2026-08-22.md"
34202,pack3_soc,pack3_bat_soc,%,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x20015078,mittel,48.6 %,63.1 %,486,631,897,,408,98,900,,,0,1000,1303,17,"Rohwert in 0.1% | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Bat Soc' (BMS v118, nachtraeglich disassembliert)"
34203,pack3_cycle_count,pack3_cycle_count,,FC03-Read (Descriptor),i16,0x12,x1,0,,2,1,1,,0x2001507A,hoch,,,,,17,,49,49,8,,,7,49,1223,15,"Pack3-Struct +0x06. BMS-FW 'Cyc Cnt' / BESTAETIGT durch Live-Scans (kleine monotone Werte 0/1/6/7/10/12) und BLE-Offset 0x18 | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Cyc Cnt' (BMS v118, nachtraeglich disassembliert)"
34204,pack3_mos_status,pack3_charge_status,,FC03-Read (Descriptor),u8,0x01,x1,0,,2,1,1,,0x20015082,mittel,,,0,3,0,0,0,0,0,,,0,686,1323,21,"Pack3-Struct +0x0e (u8). BMS-FW 'Chg Mos/Dsg Mos' / BESTAETIGT durch Live-Scans (Wertebereich 0..3 = genau 2 Flags) | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Chg/Dsg Mos' (BMS v118, nachtraeglich disassembliert)"
34205,pack3_max_cell_voltage,pack3_cell_v_max,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,1,1,,0x20015084,hoch,,,,,3331,,3290,3197,3341,,,3089,3576,1223,15,"Rohwert in mV | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Max Cell' (BMS v118, nachtraeglich disassembliert)"
34206,pack3_min_cell_voltage,pack3_cell_v_min,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,1,1,,0x20015086,hoch,,,,,3329,,3287,3195,3339,,,3083,3432,1223,15,"Rohwert in mV | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Min Cell' (BMS v118, nachtraeglich disassembliert)"
34207,pack3_protect1,pack3_protect1,,FC03-Read (Descriptor),i16,0x12,x1,0,,2,1,1,,0x2001508C,hoch,,,,,0,,0,0,0,0,0,0,0,1340,21,"Pack+0x18. KORRIGIERT 2026-08-16: BMS CAN_TX_PerPack_10Msgs Frame 0x23 Byte0-1 = Protect1 (Schutz-Bitmaske 1), NICHT status_flags. Live 0..7 passt. Store-Handler CAN_Store_PerPack_Grp23_Overview3."
34208,pack3_protect2,pack3_protect2,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x2001508E,hoch,,,,,0,,0,0,0,0,0,0,0,1340,21,Pack+0x1a. KORRIGIERT 2026-08-16: Frame 0x23 Byte2-3 = Protect2 (Schutz-Bitmaske 2). War faelschlich protect1.
34209,pack3_bms_reserved_5a,pack3_status_5a,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x20015090,mittel,,,,,0,,0,0,0,0,0,0,2,1340,21,"Pack+0x1c. KORRIGIERT 2026-08-16: Frame 0x23 Byte4-5 = BMS-Struct-Feld @+0x5a (im BMS-Debug-Print NICHT benannt, Live ~0). War faelschlich protect2. | ERSTE LIVE-BEOBACHTUNG 2026-08-25: Das Feld ist NICHT konstant 0. Bei Tiefentladung (2100-2600 W, SoC 15->14 %) sprang es bei Pack 2 um 12:04:21 und bei Pack 3 um 12:08:03 jeweils von 0 auf 2 und war beim naechsten Poll wieder 0. Da der DEV-Pollzyklus rund 70 s betraegt, ist die Dauer nur nach oben begrenzt (<= 78 s bzw. <= 66 s) -- der Impuls kann deutlich kuerzer gewesen sein. Fehlerstatus und Alarmstatus standen durchgehend auf 0, es war also KEINE Stoerung. Kontext: Die Packs tragen die Last reihum (Packstrom-Sensoren zeigen jeweils nur ein aktives Pack mit rund -50 A); die beiden Impulse fielen in den letzten Ablaufabschnitt, dessen Packstrom um 12:09:09 auf 0 ging. Der Standby um 12:10:50 war ein vom Nutzer ausgeloester Neustart und gehoert NICHT zum Geraeteverhalten -- das Ende der Messreihe ist dadurch abgeschnitten, nicht geraeteseitig abgeschlossen. HYPOTHESE (unbestaetigt): Markierung eines Pack-Wechsels oder eine pack-individuelle Tiefentlade-Warnung. Zur Klaerung muesste scan_interval fuer die 34x09-Register waehrend eines Entladetests auf 'high' stehen, sonst faellt der Impuls zwischen zwei Polls."
34210,pack3_bms_version,pack3_bms_version,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x20015092,hoch,,,,,118,,116,116,116,,,116,1177,1223,15,"Pack3-Struct +0x1e. BESTAETIGT durch Live-Scans (Werte 116/118/1177 = BMS-FW-Versionen) | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Version' (BMS v118, nachtraeglich disassembliert)"
34211,pack3_temp_1,pack3_env_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x200150BE,hoch,,,,,305,,302,330,358,,,301,392,1223,15,Pack+0x4a. KORRIGIERT 2026-08-16: BMS Frame 0x41 Byte2-3 = ENV NTC (Umgebungstemperatur). Store-Handler CAN_Store_PerPack_Grp41_NTC. Faktor 0.1 degC.
34212,pack3_temp_2,pack3_mos_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x200150C0,hoch,,,,,244,,242,284,308,,,237,515,1223,15,Pack+0x4c. KORRIGIERT 2026-08-16: BMS Frame 0x41 Byte4-5 = MOS NTC (MOSFET-Temperatur). Faktor 0.1 degC.
34213,pack3_ntc_block,pack3_cell_ntc_2,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,4,4,,0x200150B4,hoch,,,,,244,,228,259,324,,,228,348,1223,15,"Pack3-Struct +0x40, 4 Elemente -> 34213-34216. BESTAETIGT: BMS CAN-Gruppe 0x40 = 4 NTC / Live 11.6-36.1 degC"
34214,pack3_ntc_block[2],pack3_cell_ntc_3,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,4,4,34213,,hoch,,,,,243,,229,260,313,,,228,329,1223,15,Folgeregister 2/4 von 34213
34215,pack3_ntc_block[3],pack3_mos_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,4,4,34213,,hoch,,,,,242,,227,259,316,,,226,332,1223,15,Folgeregister 3/4 von 34213
34216,pack3_ntc_block[4],pack3_env_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,4,4,34213,,hoch,,,,,241,,226,257,311,,,226,330,1223,15,Folgeregister 4/4 von 34213
34217,pack3_ntc_unused,pack3_avg_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x200150C2,hoch,,,,,0,,0,0,0,0,0,0,0,1340,21,Pack+0x4e. GEKLAERT 2026-08-16: BMS Frame 0x41 Byte6-7 werden auf 0 gesetzt -> Register ist konstruktionsbedingt IMMER 0 (erklaert 'Live meist 0'). Kein echtes Messfeld.
34218,pack3_cell_voltage_1_16,pack3_cell_1_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,,0x20015094,hoch,,,,,3330,,3288,3197,3339,,,3083,3449,1223,15,"Pack3-Struct +0x20, 16 Elemente -> 34218-34233. BESTAETIGT: BMS CAN-Gruppen 0x30-0x33 / Live 3177-3441 mV"
34219,pack3_cell_voltage_1_16[2],pack3_cell_2_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3289,3196,3339,,,3086,3452,1223,15,Folgeregister 2/16 von 34218
34220,pack3_cell_voltage_1_16[3],pack3_cell_3_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3329,,3289,3196,3339,,,3086,3441,1223,15,Folgeregister 3/16 von 34218
34221,pack3_cell_voltage_1_16[4],pack3_cell_4_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3289,3197,3341,,,3089,3435,1223,15,Folgeregister 4/16 von 34218
34222,pack3_cell_voltage_1_16[5],pack3_cell_5_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3289,3195,3339,,,3084,3475,1223,15,Folgeregister 5/16 von 34218
34223,pack3_cell_voltage_1_16[6],pack3_cell_6_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3331,,3289,3197,3341,,,3086,3437,1223,15,Folgeregister 6/16 von 34218
34224,pack3_cell_voltage_1_16[7],pack3_cell_7_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3288,3196,3339,,,3088,3432,1223,15,Folgeregister 7/16 von 34218
34225,pack3_cell_voltage_1_16[8],pack3_cell_8_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3331,,3289,3197,3340,,,3087,3433,1223,15,Folgeregister 8/16 von 34218
34226,pack3_cell_voltage_1_16[9],pack3_cell_9_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3288,3196,3339,,,3086,3432,1223,15,Folgeregister 9/16 von 34218
34227,pack3_cell_voltage_1_16[10],pack3_cell_10_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3331,,3289,3197,3340,,,3088,3473,1223,15,Folgeregister 10/16 von 34218
34228,pack3_cell_voltage_1_16[11],pack3_cell_11_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3288,3195,3340,,,3084,3576,1223,15,Folgeregister 11/16 von 34218
34229,pack3_cell_voltage_1_16[12],pack3_cell_12_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3288,3196,3341,,,3085,3433,1223,15,Folgeregister 12/16 von 34218
34230,pack3_cell_voltage_1_16[13],pack3_cell_13_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3288,3196,3340,,,3085,3448,1223,15,Folgeregister 13/16 von 34218
34231,pack3_cell_voltage_1_16[14],pack3_cell_14_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3290,3196,3340,,,3085,3460,1223,15,Folgeregister 14/16 von 34218
34232,pack3_cell_voltage_1_16[15],pack3_cell_15_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3287,3195,3339,,,3084,3438,1224,15,Folgeregister 15/16 von 34218
34233,pack3_cell_voltage_1_16[16],pack3_cell_16_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34218,,hoch,,,,,3330,,3287,3195,3339,,,3087,3498,1224,15,Folgeregister 16/16 von 34218
34300,pack4_bat_volt,pack4_bat_volt,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.01,2,1,1,,0x200150D4,hoch,,,,,5327,,5088,5109,5340,,,4929,5546,1224,15,"Pack-Struct Stride 0x60 | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Bat Volt' (BMS v118, nachtraeglich disassembliert)"
34301,pack4_bat_curr,pack4_bat_curr,A,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x200150D6,hoch,,,,,0,,65073,0,0,,,0,65088,1224,15,"Pack-Struct Stride 0x60 | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Bat Curr' (BMS v118, nachtraeglich disassembliert). Lasttest 2026-08-22: -3 -> -122 beim Wechsel Leerlauf/600 W, entspricht -12,2 A bei Anzeigefaktor 0,1 A und deckt sich mit 30001 (-648 W) bei 51,95 V. Pack 4 war laut 32111 der aktive Pack - Beleg fuer die Pack-Stromregister. Kein Skalencode, daher vom Read_Serializer-Vorzeichenfehler NICHT betroffen - verwendbarer Ersatz fuer 32101 (bms_battery_current). Da immer nur ein Pack entlaedt, liefert die Summe aller 34x01 den Strom, den die Firmware intern nutzt. Siehe FW_Bug_Read_Serializer_Vorzeichen_2026-08-22.md"
34302,pack4_soc,pack4_bat_soc,%,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x200150D8,mittel,57.6 %,60.1 %,576,601,895,,365,100,900,,,0,1000,1304,17,"Rohwert in 0.1% | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Bat Soc' (BMS v118, nachtraeglich disassembliert)"
34303,pack4_cycle_count,pack4_cycle_count,,FC03-Read (Descriptor),i16,0x12,x1,0,,2,1,1,,0x200150DA,hoch,,,,,16,,44,45,7,,,6,45,1224,15,"Pack4-Struct +0x06. BMS-FW 'Cyc Cnt' / BESTAETIGT durch Live-Scans (kleine monotone Werte 0/1/6/7/10/12) und BLE-Offset 0x18 | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Cyc Cnt' (BMS v118, nachtraeglich disassembliert)"
34304,pack4_mos_status,pack4_charge_status,,FC03-Read (Descriptor),u8,0x01,x1,0,,2,1,1,,0x200150E2,mittel,,,0,0,0,0,3,0,0,,,0,776,1324,21,"Pack4-Struct +0x0e (u8). BMS-FW 'Chg Mos/Dsg Mos' / BESTAETIGT durch Live-Scans (Wertebereich 0..3 = genau 2 Flags) | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Chg/Dsg Mos' (BMS v118, nachtraeglich disassembliert)"
34305,pack4_max_cell_voltage,pack4_cell_v_max,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,1,1,,0x200150E4,hoch,,,,,3331,,3184,3194,3339,,,3085,3572,1224,15,"Rohwert in mV | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Max Cell' (BMS v118, nachtraeglich disassembliert)"
34306,pack4_min_cell_voltage,pack4_cell_v_min,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,1,1,,0x200150E6,hoch,,,,,3328,,3178,3193,3336,,,3078,3441,1224,15,"Rohwert in mV | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Min Cell' (BMS v118, nachtraeglich disassembliert)"
34307,pack4_protect1,pack4_protect1,,FC03-Read (Descriptor),i16,0x12,x1,0,,2,1,1,,0x200150EC,hoch,,,,,0,,0,0,0,0,0,0,0,1341,21,"Pack+0x18. KORRIGIERT 2026-08-16: BMS CAN_TX_PerPack_10Msgs Frame 0x23 Byte0-1 = Protect1 (Schutz-Bitmaske 1), NICHT status_flags. Live 0..7 passt. Store-Handler CAN_Store_PerPack_Grp23_Overview3."
34308,pack4_protect2,pack4_protect2,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x200150EE,hoch,,,,,0,,0,0,0,0,0,0,0,1341,21,Pack+0x1a. KORRIGIERT 2026-08-16: Frame 0x23 Byte2-3 = Protect2 (Schutz-Bitmaske 2). War faelschlich protect1.
34309,pack4_bms_reserved_5a,pack4_status_5a,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x200150F0,mittel,,,,,0,,0,0,0,0,0,0,2,1341,21,"Pack+0x1c. KORRIGIERT 2026-08-16: Frame 0x23 Byte4-5 = BMS-Struct-Feld @+0x5a (im BMS-Debug-Print NICHT benannt, Live ~0). War faelschlich protect2. | ERSTE LIVE-BEOBACHTUNG 2026-08-25: Das Feld ist NICHT konstant 0. Bei Tiefentladung (2100-2600 W, SoC 15->14 %) sprang es bei Pack 2 um 12:04:21 und bei Pack 3 um 12:08:03 jeweils von 0 auf 2 und war beim naechsten Poll wieder 0. Da der DEV-Pollzyklus rund 70 s betraegt, ist die Dauer nur nach oben begrenzt (<= 78 s bzw. <= 66 s) -- der Impuls kann deutlich kuerzer gewesen sein. Fehlerstatus und Alarmstatus standen durchgehend auf 0, es war also KEINE Stoerung. Kontext: Die Packs tragen die Last reihum (Packstrom-Sensoren zeigen jeweils nur ein aktives Pack mit rund -50 A); die beiden Impulse fielen in den letzten Ablaufabschnitt, dessen Packstrom um 12:09:09 auf 0 ging. Der Standby um 12:10:50 war ein vom Nutzer ausgeloester Neustart und gehoert NICHT zum Geraeteverhalten -- das Ende der Messreihe ist dadurch abgeschnitten, nicht geraeteseitig abgeschlossen. HYPOTHESE (unbestaetigt): Markierung eines Pack-Wechsels oder eine pack-individuelle Tiefentlade-Warnung. Zur Klaerung muesste scan_interval fuer die 34x09-Register waehrend eines Entladetests auf 'high' stehen, sonst faellt der Impuls zwischen zwei Polls."
34310,pack4_bms_version,pack4_bms_version,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x200150F2,hoch,,,,,118,,116,116,116,,,116,1177,1224,15,"Pack4-Struct +0x1e. BESTAETIGT durch Live-Scans (Werte 116/118/1177 = BMS-FW-Versionen) | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Version' (BMS v118, nachtraeglich disassembliert)"
34311,pack4_temp_1,pack4_env_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x2001511E,hoch,,,,,308,,291,313,357,,,286,388,1224,15,Pack+0x4a. KORRIGIERT 2026-08-16: BMS Frame 0x41 Byte2-3 = ENV NTC (Umgebungstemperatur). Store-Handler CAN_Store_PerPack_Grp41_NTC. Faktor 0.1 degC.
34312,pack4_temp_2,pack4_mos_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x20015120,hoch,,,,,247,,308,276,303,,,229,445,1224,15,Pack+0x4c. KORRIGIERT 2026-08-16: BMS Frame 0x41 Byte4-5 = MOS NTC (MOSFET-Temperatur). Faktor 0.1 degC.
34313,pack4_ntc_block,pack4_cell_ntc_2,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,4,4,,0x20015114,hoch,,,,,236,,224,254,300,,,220,317,1224,15,"Pack4-Struct +0x40, 4 Elemente -> 34313-34316. BESTAETIGT: BMS CAN-Gruppe 0x40 = 4 NTC / Live 11.6-36.1 degC"
34314,pack4_ntc_block[2],pack4_cell_ntc_3,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,4,4,34313,,hoch,,,,,239,,225,263,316,,,221,338,1224,15,Folgeregister 2/4 von 34313
34315,pack4_ntc_block[3],pack4_mos_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,4,4,34313,,hoch,,,,,234,,222,251,297,,,218,310,1224,15,Folgeregister 3/4 von 34313
34316,pack4_ntc_block[4],pack4_env_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,4,4,34313,,hoch,,,,,239,,225,261,317,,,221,343,1224,15,Folgeregister 4/4 von 34313
34317,pack4_ntc_unused,pack4_avg_ntc,°C,FC03-Read (Descriptor),u16,0x02,x1,0,0.1,2,1,1,,0x20015122,hoch,,,,,0,,0,0,0,0,0,0,0,1341,21,Pack+0x4e. GEKLAERT 2026-08-16: BMS Frame 0x41 Byte6-7 werden auf 0 gesetzt -> Register ist konstruktionsbedingt IMMER 0 (erklaert 'Live meist 0'). Kein echtes Messfeld.
34318,pack4_cell_voltage_1_16,pack4_cell_1_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,,0x200150F4,hoch,,,,,3329,,3184,3193,3338,,,3081,3454,1224,15,"Pack4-Struct +0x20, 16 Elemente -> 34318-34333. BESTAETIGT: BMS CAN-Gruppen 0x30-0x33 / Live 3177-3441 mV"
34319,pack4_cell_voltage_1_16[2],pack4_cell_2_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3330,,3183,3194,3338,,,3084,3501,1224,15,Folgeregister 2/16 von 34318
34320,pack4_cell_voltage_1_16[3],pack4_cell_3_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3330,,3180,3193,3337,,,3080,3453,1224,15,Folgeregister 3/16 von 34318
34321,pack4_cell_voltage_1_16[4],pack4_cell_4_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3330,,3184,3193,3339,,,3085,3460,1224,15,Folgeregister 4/16 von 34318
34322,pack4_cell_voltage_1_16[5],pack4_cell_5_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3329,,3179,3193,3337,,,3081,3441,1224,15,Folgeregister 5/16 von 34318
34323,pack4_cell_voltage_1_16[6],pack4_cell_6_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3331,,3180,3194,3338,,,3081,3443,1224,15,Folgeregister 6/16 von 34318
34324,pack4_cell_voltage_1_16[7],pack4_cell_7_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3329,,3180,3194,3338,,,3079,3445,1224,15,Folgeregister 7/16 von 34318
34325,pack4_cell_voltage_1_16[8],pack4_cell_8_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3331,,3181,3194,3338,,,3082,3455,1224,15,Folgeregister 8/16 von 34318
34326,pack4_cell_voltage_1_16[9],pack4_cell_9_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3329,,3178,3193,3337,,,3078,3476,1224,15,Folgeregister 9/16 von 34318
34327,pack4_cell_voltage_1_16[10],pack4_cell_10_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3330,,3180,3194,3338,,,3078,3485,1224,15,Folgeregister 10/16 von 34318
34328,pack4_cell_voltage_1_16[11],pack4_cell_11_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3330,,3181,3193,3337,,,3081,3442,1224,15,Folgeregister 11/16 von 34318
34329,pack4_cell_voltage_1_16[12],pack4_cell_12_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3330,,3180,3194,3338,,,3080,3495,1224,15,Folgeregister 12/16 von 34318
34330,pack4_cell_voltage_1_16[13],pack4_cell_13_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3328,,3181,3193,3337,,,3083,3494,1224,15,Folgeregister 13/16 von 34318
34331,pack4_cell_voltage_1_16[14],pack4_cell_14_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3331,,3179,3194,3339,,,3082,3447,1224,15,Folgeregister 14/16 von 34318
34332,pack4_cell_voltage_1_16[15],pack4_cell_15_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3329,,3178,3194,3337,,,3080,3449,1224,15,Folgeregister 15/16 von 34318
34333,pack4_cell_voltage_1_16[16],pack4_cell_16_voltage,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.001,2,16,16,34318,,hoch,,,,,3328,,3181,3193,3337,,,3081,3572,1224,15,Folgeregister 16/16 von 34318
34400,pack5_bat_volt,pack5_bat_volt,V,FC03-Read (Descriptor),u16,0x02,x1,0,0.01,2,1,1,,0x20015134,hoch,,,,,5328,,0,0,5395,0,0,0,5459,1342,21,"Pack-Struct Stride 0x60 | FW-BELEG 2026-08-16: BMS_Debug_PerPack_Detail_Print bestaetigt Feld 'Bat Volt' (BMS v118, nachtraeglich disassembliert)"
